parameter,row_index,row_shape,non_zero_indices,w1,w2,w3,w4,w5,w6,bias
model.4.gatebank.w,349,"(6,)","374,68,3,489,430,948",0.4249109625816345,0.8251750469207764,0.893151581287384,0.5923282504081726,0.9446147680282593,0.7280465364456177,0.34895974
model.4.gatebank.w,350,"(6,)","979,38,497,188,962,645",0.8218556642532349,0.7005553841590881,0.5761992335319519,0.5177399516105652,0.44229814410209656,0.8701041340827942,0.10876899
model.4.gatebank.w,351,"(6,)","241,535,523,952,333,379",0.6789689064025879,0.7473030686378479,0.6951273083686829,0.381775826215744,1.0406275987625122,0.7240903973579407,-0.11588575
model.4.gatebank.w,352,"(6,)","130,39,648,167,402,753",0.45669135451316833,0.7397300601005554,0.4563743770122528,0.40687111020088196,0.7865196466445923,0.5544096231460571,0.0002625251
model.4.gatebank.w,353,"(6,)","233,228,506,916,1116,670",0.6108865141868591,0.7298038005828857,1.0412596464157104,0.6619592905044556,0.6081945896148682,0.28467899560928345,-0.037304636
model.4.gatebank.w,354,"(6,)","619,281,255,491,528,228",0.4255387485027313,0.546458899974823,0.6269108653068542,0.9916982650756836,0.9105237126350403,0.3943864703178406,0.15072215
model.4.gatebank.w,355,"(6,)","137,913,600,210,796,837",0.6790130138397217,0.5144838094711304,0.6370623111724854,0.3163738250732422,0.8052552938461304,0.3192003071308136,0.17181523
model.4.gatebank.w,356,"(6,)","1118,757,363,1128,27,993",0.654212236404419,0.3916324973106384,0.06242816150188446,0.8254398703575134,0.8800187706947327,0.4005070626735687,0.4637557
model.4.gatebank.w,357,"(6,)","228,389,690,788,966,844",1.0684971809387207,0.7673580646514893,0.4599200487136841,0.7494336366653442,0.5339986085891724,0.5079405307769775,-0.06848763
model.4.gatebank.w,358,"(6,)","376,854,590,630,907,1137",0.8335332870483398,0.43894162774086,0.45088693499565125,0.5371133685112,0.3738992512226105,0.6982259154319763,0.14641316
model.4.gatebank.w,359,"(6,)","352,928,826,594,991,528",0.8425430655479431,0.2376793771982193,1.0488452911376953,0.22269389033317566,1.046980857849121,0.7576740980148315,0.431666
model.4.gatebank.w,360,"(6,)","957,434,592,782,780,325",0.4529494345188141,0.3221378028392792,0.7760583162307739,0.5024256706237793,0.9941763281822205,0.7818320393562317,0.29072556
model.4.gatebank.w,361,"(6,)","490,1,272,586,673,845",0.9877379536628723,0.3684549629688263,0.8443110585212708,0.3967793881893158,0.8759739398956299,0.8303260803222656,-0.022792144
model.4.gatebank.w,362,"(6,)","604,699,666,669,678,1068",-0.05314018204808235,1.1818478107452393,0.8097617030143738,1.0764117240905762,0.41700607538223267,0.49353769421577454,0.27949646
model.4.gatebank.w,363,"(6,)","48,137,1039,315,260,565",0.5554909706115723,0.6926912069320679,0.4535982012748718,0.7750025391578674,0.42173537611961365,0.9274373054504395,0.121498175
model.4.gatebank.w,364,"(6,)","922,912,405,1040,849,998",0.28630343079566956,0.5080637335777283,0.7969855070114136,0.9152494668960571,0.630786657333374,0.3698505759239197,0.21208498
model.4.gatebank.w,365,"(6,)","990,422,218,90,737,190",0.5204293131828308,0.8093119859695435,0.6860010027885437,0.8336998820304871,0.8875265121459961,0.40425461530685425,-0.046195995
model.4.gatebank.w,366,"(6,)","927,1127,533,997,8,902",0.4409504234790802,0.5221716165542603,0.7307813167572021,0.7645278573036194,0.5017050504684448,0.6543541550636292,0.11717925
model.4.gatebank.w,367,"(6,)","58,1067,226,886,31,52",0.37308984994888306,0.6625691056251526,0.7074155807495117,0.7745266556739807,0.6671236753463745,0.5598573684692383,0.027839344
model.4.gatebank.w,368,"(6,)","669,501,427,293,407,1049",0.39955171942710876,0.5200790762901306,0.5641608238220215,0.3948948383331299,0.7704634666442871,0.7826710939407349,-0.0025802804
model.4.gatebank.w,369,"(6,)","661,738,338,568,206,663",0.6878719925880432,0.7438238263130188,0.5699818134307861,0.39330971240997314,0.8031330108642578,0.4856879711151123,0.06503275
model.4.gatebank.w,370,"(6,)","233,925,879,46,419,807",0.5100911259651184,0.823535144329071,0.6845534443855286,0.3190685212612152,1.0024372339248657,0.3346385061740875,0.27284765
model.4.gatebank.w,371,"(6,)","1144,387,1117,737,495,252",0.9288025498390198,0.5092038512229919,1.0314501523971558,0.812778651714325,0.38246479630470276,0.4401085078716278,0.4992286
model.4.gatebank.w,372,"(6,)","957,95,152,400,663,694",0.7212995290756226,0.8807445764541626,0.7293264865875244,0.3658480942249298,0.6916012167930603,0.5691331028938293,0.14864048
model.4.gatebank.w,373,"(6,)","756,309,1035,80,146,487",0.6063598990440369,0.5411431789398193,0.643896222114563,0.6512562036514282,0.6803907752037048,0.4121704697608948,-0.22519104
model.4.gatebank.w,374,"(6,)","82,1119,753,713,963,475",0.3310569226741791,0.38847616314888,0.9158573746681213,0.637454628944397,0.978104293346405,0.66275554895401,0.15837179
model.4.gatebank.w,375,"(6,)","1096,277,57,109,522,685",0.7935667634010315,0.6850672960281372,0.78570556640625,0.5696428418159485,0.41660717129707336,0.7379549145698547,0.18671526
model.4.gatebank.w,376,"(6,)","828,65,736,823,779,46",0.5572323799133301,0.6128201484680176,0.2744184732437134,0.8806323409080505,0.6762110590934753,1.0366920232772827,0.06473072
model.4.gatebank.w,377,"(6,)","1088,567,979,529,366,208",0.33666175603866577,0.6097804307937622,0.6518335938453674,0.6546891331672668,0.4868659973144531,0.7893906235694885,0.3736738
model.4.gatebank.w,378,"(6,)","131,547,94,632,357,393",0.43746885657310486,0.4064454138278961,0.4470965564250946,0.5489172339439392,1.0198289155960083,0.6360704302787781,0.13687104
model.4.gatebank.w,379,"(6,)","730,561,206,740,1008,157",0.3092523515224457,1.0528839826583862,1.1213428974151611,0.5602191686630249,0.5214893221855164,0.574763834476471,-0.19682254
model.4.gatebank.w,380,"(6,)","1093,92,876,937,319,944",0.3884669244289398,0.7227655649185181,0.5871162414550781,0.7302242517471313,0.3335408866405487,0.7185399532318115,0.019167103
model.4.gatebank.w,381,"(6,)","410,783,514,821,1139,681",0.46698901057243347,0.8604745864868164,0.4365425407886505,0.9643685817718506,0.9026547074317932,0.5603810548782349,0.048755493
model.4.gatebank.w,382,"(6,)","1038,916,329,1110,141,633",0.49826401472091675,0.8835034370422363,0.7416017651557922,0.28764092922210693,0.9195588827133179,0.6783872842788696,0.3884598
model.4.gatebank.w,383,"(6,)","1027,441,484,303,805,868",0.44575512409210205,0.833161473274231,0.3638039827346802,0.22660966217517853,0.5486237406730652,0.8100055456161499,0.25444046
model.4.gatebank.w,384,"(6,)","591,836,704,861,797,1051",0.5734526515007019,0.9952366352081299,0.9363549947738647,0.9797766208648682,0.3380180895328522,0.4790303409099579,0.30033967
model.4.gatebank.w,385,"(6,)","1004,101,1053,507,188,442",0.6171469688415527,0.13116805255413055,0.5912222862243652,0.9213474988937378,0.9710598587989807,0.52543044090271,0.05656949
model.4.gatebank.w,386,"(6,)","528,1032,1110,855,918,548",0.8944770693778992,0.7893854975700378,0.8798002004623413,0.4050160348415375,0.4653031527996063,0.6666408777236938,0.06566167
model.4.gatebank.w,387,"(6,)","338,658,1105,85,702,563",0.7175506949424744,0.3429446220397949,-0.06460030376911163,0.3511660397052765,0.4089142382144928,0.8403447866439819,0.34172568
model.4.gatebank.w,388,"(6,)","491,197,374,1031,228,116",0.308520644903183,0.8762642741203308,0.2890593111515045,0.3243740499019623,0.9698944091796875,0.8445661067962646,0.574394
model.4.gatebank.w,389,"(6,)","316,1133,853,412,1052,571",0.8124401569366455,0.824646532535553,0.4008863866329193,0.5428386330604553,0.8065280318260193,0.5318592190742493,0.22990082
model.4.gatebank.w,390,"(6,)","483,1077,1093,883,725,369",0.7292786240577698,0.6825065016746521,0.3296728730201721,0.559366762638092,0.292631596326828,0.7978445291519165,0.06509428
model.4.gatebank.w,391,"(6,)","699,29,1006,632,742,93",0.5873474478721619,1.149463176727295,0.5067541003227234,0.5096930265426636,0.2410176396369934,0.8424902558326721,0.24210706
model.4.gatebank.w,392,"(6,)","14,605,116,657,117,60",0.7275523543357849,-0.3566664159297943,0.8449198603630066,0.6293647289276123,0.5038224458694458,0.6516535878181458,0.2617821
model.4.gatebank.w,393,"(6,)","702,533,671,663,1132,171",0.9205421209335327,0.33494076132774353,0.8742343187332153,0.8666701316833496,0.599987268447876,0.43801364302635193,0.30429348
model.4.gatebank.w,394,"(6,)","334,977,1038,371,948,737",0.5713841319084167,1.102710485458374,0.49358946084976196,1.0656046867370605,0.47712287306785583,0.6698427796363831,0.06420495
model.4.gatebank.w,395,"(6,)","670,347,343,714,1133,840",0.2693559527397156,0.4143249988555908,0.7053518295288086,0.4216146767139435,0.8097153306007385,0.8499269485473633,0.17673253
model.4.gatebank.w,396,"(6,)","481,48,605,154,54,911",0.645770788192749,0.4255469739437103,-0.047908276319503784,0.961774468421936,0.5274627208709717,0.840893566608429,0.111337915
model.4.gatebank.w,397,"(6,)","52,1106,550,254,119,418",0.4059476852416992,0.9274282455444336,0.7394716739654541,0.9417536854743958,0.9002000093460083,0.3147490620613098,0.42045584
model.4.gatebank.w,398,"(6,)","499,872,804,718,968,318",0.4980323612689972,0.52592533826828,0.5426123738288879,0.8686090111732483,0.666829526424408,0.7044630646705627,0.3399973
model.4.gatebank.w,399,"(6,)","1085,793,1092,668,95,846",0.6029500961303711,0.42537030577659607,0.7829408049583435,0.666159451007843,0.43045708537101746,0.6157336235046387,0.17851079
model.4.gatebank.w,400,"(6,)","579,765,106,405,711,313",0.5478244423866272,0.5060723423957825,-0.09487473964691162,0.9652640223503113,0.6688105463981628,0.26007288694381714,0.22743207
model.4.gatebank.w,401,"(6,)","834,770,428,537,117,473",0.5280777215957642,0.9487257599830627,0.6768742203712463,0.3400987982749939,0.5211853384971619,0.41283127665519714,0.1714968
model.4.gatebank.w,402,"(6,)","160,802,914,247,1144,183",0.8206974267959595,0.9029562473297119,0.7295817732810974,0.8780525326728821,0.45426759123802185,0.35702696442604065,0.20080085
model.4.gatebank.w,403,"(6,)","279,583,522,39,476,724",0.6994607448577881,0.3600049614906311,0.5383081436157227,0.37247803807258606,0.9902359843254089,0.7783428430557251,0.20686369
model.4.gatebank.w,404,"(6,)","70,578,264,594,299,1150",0.3308618664741516,1.0017098188400269,0.5460823774337769,1.0626025199890137,1.1821945905685425,0.4852641820907593,0.26929504
model.4.gatebank.w,405,"(6,)","959,399,1134,137,379,503",0.5792821645736694,0.8899423480033875,0.11757373064756393,0.618661105632782,0.8979291915893555,0.8938730955123901,0.39169505
model.4.gatebank.w,406,"(6,)","385,426,448,737,818,1030",0.8031075596809387,0.6810704469680786,0.5001049041748047,0.7573062777519226,0.7902582287788391,0.34523820877075195,-0.0029501705
model.4.gatebank.w,407,"(6,)","280,1103,157,51,1138,211",0.5549113750457764,0.5741464495658875,0.5558577179908752,0.46035587787628174,0.3562801480293274,0.42981910705566406,-0.19241922
model.4.gatebank.w,408,"(6,)","396,828,1075,685,705,917",0.4156968891620636,0.5230104327201843,0.2865104079246521,-0.007303869817405939,0.31965404748916626,0.07353434711694717,0.35605338
model.4.gatebank.w,409,"(6,)","430,47,838,827,865,159",0.8935014009475708,0.5082025527954102,0.7941996455192566,0.5185723900794983,0.6016225814819336,0.4815851151943207,-0.22250544
model.4.gatebank.w,410,"(6,)","364,934,624,616,28,198",1.0119819641113281,0.4999123811721802,0.3925095200538635,0.7338493466377258,0.859279453754425,0.7182868123054504,0.16668001
model.4.gatebank.w,411,"(6,)","356,623,422,192,471,153",0.2819913327693939,0.6387864351272583,0.6816248297691345,0.7676025032997131,0.9486347436904907,0.5983706116676331,0.08268515
model.4.gatebank.w,412,"(6,)","1083,893,584,364,210,9",0.3985075056552887,0.6432138681411743,0.9898713231086731,0.4470188319683075,1.0196583271026611,1.0892446041107178,0.080798514
model.4.gatebank.w,413,"(6,)","506,811,83,738,188,733",0.49573782086372375,0.21182985603809357,0.7901113629341125,0.6979444026947021,0.5478523373603821,0.24334973096847534,0.25357807
model.4.gatebank.w,414,"(6,)","981,30,91,658,272,206",0.5964009761810303,0.656312108039856,0.24745559692382812,0.7672106027603149,0.4376564621925354,1.0258500576019287,-0.15803407
model.4.gatebank.w,415,"(6,)","961,488,169,594,430,754",0.5373920798301697,0.8368816375732422,0.6971280574798584,0.5431730151176453,0.5612608194351196,0.38078224658966064,0.07342543
model.4.gatebank.w,416,"(6,)","363,546,89,702,698,409",0.6459823846817017,0.5714403390884399,0.5694637298583984,1.0179767608642578,0.43619978427886963,0.9922435879707336,0.010399099
model.4.gatebank.w,417,"(6,)","99,144,1029,1071,209,714",-0.30033111572265625,0.9423217177391052,0.4015144407749176,0.6742033362388611,0.9768760800361633,0.9707210063934326,0.4884096
model.4.gatebank.w,418,"(6,)","594,463,9,1060,42,952",0.5735644698143005,0.35984617471694946,0.4617854654788971,0.6142365336418152,0.8505270481109619,0.9602795243263245,0.024827637
model.4.gatebank.w,419,"(6,)","783,852,132,373,390,669",0.9318415522575378,0.2954374849796295,0.6104906797409058,0.9501630067825317,0.38682055473327637,0.8161497116088867,0.3829246
model.4.gatebank.w,420,"(6,)","256,784,747,756,0,160",0.57432621717453,0.6139349341392517,0.36868950724601746,0.9347903728485107,0.6785052418708801,0.4993647634983063,-0.03245836
model.4.gatebank.w,421,"(6,)","818,11,1131,464,876,445",1.007810115814209,0.5171194076538086,0.8683191537857056,0.5498754382133484,0.4021558463573456,0.32800883054733276,0.22681363
model.4.gatebank.w,422,"(6,)","1088,574,206,315,549,801",1.0014033317565918,0.3348769247531891,1.0105197429656982,0.49198970198631287,0.4532344937324524,0.7886837124824524,0.22917043
model.4.gatebank.w,423,"(6,)","546,819,216,257,861,92",0.4244416356086731,0.4324440658092499,0.9736392498016357,1.0191054344177246,0.4789755940437317,0.7921880483627319,0.21777911
model.4.gatebank.w,424,"(6,)","403,171,200,933,0,1050",0.5419618487358093,0.7106963396072388,0.6775516271591187,0.31576138734817505,0.22660352289676666,0.4733835756778717,0.30340773
model.4.gatebank.w,425,"(6,)","182,589,858,748,966,950",0.9819571375846863,0.6026023030281067,0.5224102139472961,0.3925878405570984,1.091323971748352,0.6432610154151917,0.15457043
model.4.gatebank.w,426,"(6,)","229,49,353,751,618,1001",0.6460440754890442,0.1514425128698349,0.9094574451446533,0.6180663108825684,0.5801262855529785,0.4793837368488312,0.11138727
model.4.gatebank.w,427,"(6,)","614,235,263,577,106,257",1.107476830482483,0.6051657795906067,0.4766797125339508,0.5326155424118042,-0.205625519156456,0.972783088684082,0.2805149
model.4.gatebank.w,428,"(6,)","970,580,437,688,200,255",0.5042391419410706,0.7315055131912231,0.44257012009620667,0.7593085765838623,0.643265426158905,0.41905632615089417,0.26333982
model.4.gatebank.w,429,"(6,)","1034,526,300,304,99,611",0.7721248269081116,0.5370104908943176,0.5922379493713379,0.7852615118026733,0.23333901166915894,-0.1831304281949997,0.09722556
model.4.gatebank.w,430,"(6,)","795,1131,583,45,478,1110",0.8446336984634399,0.41595327854156494,0.6013014316558838,0.1931648552417755,0.860878050327301,0.6735290288925171,0.3323163
model.4.gatebank.w,431,"(6,)","984,126,644,883,367,585",0.8987093567848206,0.5108312368392944,0.7793095707893372,0.7583092451095581,0.20305143296718597,0.5771005749702454,0.3338858
model.4.gatebank.w,432,"(6,)","660,23,296,773,685,64",0.5107133984565735,0.5283008217811584,0.45341941714286804,0.4298684895038605,0.8215314149856567,0.7704796195030212,0.04014461
model.4.gatebank.w,433,"(6,)","284,342,991,201,569,694",1.0701185464859009,0.3054244816303253,0.48835107684135437,0.9467695951461792,0.39798736572265625,0.42911025881767273,0.24882151
model.4.gatebank.w,434,"(6,)","1150,433,275,128,719,1061",0.6206278800964355,0.3811856508255005,0.7511703968048096,0.6650406122207642,0.6534498929977417,0.3962736427783966,0.33906537
model.4.gatebank.w,435,"(6,)","651,1065,987,603,1041,181",0.5325953960418701,0.5285986661911011,0.7036091685295105,-0.009635566733777523,1.0399417877197266,0.5895425081253052,-0.12181733
model.4.gatebank.w,436,"(6,)","392,887,917,578,230,1036",0.3574517071247101,0.9552695751190186,0.5579571723937988,0.8849408030509949,0.569297730922699,0.6786102056503296,0.022307787
model.4.gatebank.w,437,"(6,)","686,866,732,804,452,871",0.488310307264328,0.4423884451389313,0.9958108067512512,0.45694711804389954,0.4732989966869354,1.0354523658752441,0.29591444
model.4.gatebank.w,438,"(6,)","401,598,581,1127,20,536",0.7132797241210938,0.5758992433547974,0.2879728674888611,0.5578187704086304,0.3403548300266266,0.8706610202789307,0.328555
model.4.gatebank.w,439,"(6,)","805,693,1041,624,484,96",0.6400476694107056,0.3372451364994049,0.7681358456611633,0.828549325466156,0.38046959042549133,0.7441736459732056,0.33525133
model.4.gatebank.w,440,"(6,)","670,915,693,1077,1061,1029",0.4840913414955139,0.7289551496505737,0.8946077823638916,0.5334877371788025,0.9430574178695679,0.27578940987586975,0.27914286
model.4.gatebank.w,441,"(6,)","483,977,310,524,377,15",0.8587448596954346,0.29400208592414856,0.6535400152206421,0.8434015512466431,0.25360724329948425,0.49115240573883057,0.22020437
model.4.gatebank.w,442,"(6,)","674,862,379,3,909,675",0.8251321315765381,0.13293391466140747,0.8041871190071106,0.8610715270042419,0.36613133549690247,0.7754143476486206,0.63057995
model.4.gatebank.w,443,"(6,)","194,451,1019,616,892,206",0.708416759967804,0.6582698225975037,0.23530901968479156,0.718331515789032,0.8525700569152832,0.8917018175125122,0.47996703
model.4.gatebank.w,444,"(6,)","703,512,789,751,386,105",0.6734552979469299,0.7958799600601196,0.9441834688186646,0.9760788679122925,0.6786777973175049,0.27921006083488464,-0.081304066
model.4.gatebank.w,445,"(6,)","746,844,1149,575,710,252",0.7793853282928467,0.7270210981369019,0.45265641808509827,0.3620022237300873,0.6127086877822876,0.49050867557525635,0.09873278
model.4.gatebank.w,446,"(6,)","116,1014,508,151,1048,476",0.9103070497512817,0.5127067565917969,0.8380947709083557,1.052178978919983,0.4977526366710663,0.7456441521644592,-0.029684456
model.4.gatebank.w,447,"(6,)","414,885,859,212,510,409",0.4257541298866272,0.7244459986686707,0.7690726518630981,0.6200852394104004,0.48191601037979126,0.8891461491584778,-0.04337295
model.4.gatebank.w,448,"(6,)","707,222,448,968,112,392",0.9930487275123596,0.6142094731330872,0.7192750573158264,0.8009218573570251,0.46387815475463867,0.5137264728546143,0.03396144
model.4.gatebank.w,449,"(6,)","1106,983,939,896,249,703",0.6062964797019958,0.380775511264801,0.5343223810195923,0.9707222580909729,0.6537575125694275,0.46359604597091675,0.13865714
model.4.gatebank.w,450,"(6,)","109,834,372,64,405,121",0.6926537156105042,0.30585917830467224,0.990197479724884,0.8559723496437073,0.5988129377365112,0.9303949475288391,0.10646318
model.4.gatebank.w,451,"(6,)","208,2,583,194,815,39",0.7137531638145447,0.6100442409515381,0.551733672618866,0.5590275526046753,0.6969788074493408,0.7270492911338806,0.5921757
model.4.gatebank.w,452,"(6,)","1061,34,769,953,593,268",1.0560202598571777,0.5629225969314575,0.36693504452705383,0.42431896924972534,0.9176204800605774,1.0416327714920044,0.29392436
model.4.gatebank.w,453,"(6,)","423,553,565,320,2,849",0.505928635597229,0.1878422498703003,0.6724209189414978,0.5925243496894836,0.571027934551239,0.8870169520378113,0.18675888
model.4.gatebank.w,454,"(6,)","729,130,450,45,548,505",1.0424296855926514,0.7987048029899597,0.9439283609390259,0.9853684306144714,0.1691901683807373,0.4424976110458374,0.28480414
model.4.gatebank.w,455,"(6,)","90,959,805,932,602,658",0.7880674004554749,0.6001061797142029,0.910527765750885,0.8607560396194458,0.435742050409317,0.33027446269989014,0.096340016
model.4.gatebank.w,456,"(6,)","974,459,283,859,585,464",0.4388290047645569,0.5091763138771057,1.0307673215866089,1.1313594579696655,0.6199474334716797,0.5104281306266785,0.31611282
model.4.gatebank.w,457,"(6,)","78,393,864,313,1055,205",0.47180432081222534,0.8453487157821655,0.6655343174934387,0.3765564560890198,0.6669605374336243,0.7178929448127747,0.008041081
model.4.gatebank.w,458,"(6,)","1125,1008,384,326,483,59",0.3410365879535675,0.5448558926582336,0.47318437695503235,0.706620454788208,0.7112329602241516,0.7973319888114929,0.19726099
model.4.gatebank.w,459,"(6,)","49,929,293,750,2,719",0.90338534116745,0.8316777348518372,0.8125569820404053,0.7944349646568298,0.8428308367729187,0.4418991804122925,0.21064188
model.4.gatebank.w,460,"(6,)","413,211,942,729,365,139",0.6253880262374878,0.39592885971069336,0.32751011848449707,0.7819837927818298,0.6694157719612122,0.6344717741012573,0.017079426
model.4.gatebank.w,461,"(6,)","340,64,776,568,411,536",0.34933340549468994,0.147141695022583,0.8359369039535522,0.4666120409965515,0.7904127240180969,0.7418517470359802,0.5409882
model.4.gatebank.w,462,"(6,)","480,909,544,79,1054,10",0.6030468940734863,0.5804111361503601,0.23328779637813568,1.0095851421356201,1.0252363681793213,0.9176497459411621,0.20309882
model.4.gatebank.w,463,"(6,)","233,225,448,67,381,417",0.631574273109436,0.9340317845344543,0.5194230675697327,0.1641324758529663,0.5950285792350769,0.7037968635559082,0.035381157
model.4.gatebank.w,464,"(6,)","1084,165,841,64,409,345",0.5255900621414185,0.48850706219673157,1.0445640087127686,0.4255666732788086,0.7145034670829773,0.8890818953514099,0.07137467
model.4.gatebank.w,465,"(6,)","230,945,1089,895,180,300",0.45507335662841797,0.8217173218727112,0.4679802656173706,1.018654465675354,0.6854636073112488,0.30054783821105957,0.07984969
model.4.gatebank.w,466,"(6,)","249,506,197,268,544,748",0.9250493049621582,0.787341833114624,0.359370619058609,0.5810446739196777,0.7785693407058716,0.2677342891693115,0.1906105
model.4.gatebank.w,467,"(6,)","923,1028,652,825,278,1076",0.6291965842247009,0.5327070355415344,0.9139320254325867,0.9136247634887695,0.22784915566444397,0.542620837688446,0.21098295
model.4.gatebank.w,468,"(6,)","759,249,442,39,44,24",0.33703291416168213,0.5995824933052063,0.5845229625701904,0.104507215321064,0.7305073738098145,0.5863209962844849,0.22394562
model.4.gatebank.w,469,"(6,)","174,907,635,1017,239,700",0.28500625491142273,0.7702006101608276,0.8103253841400146,0.45740213990211487,0.956874668598175,0.608156144618988,0.104340896
model.4.gatebank.w,470,"(6,)","1042,260,81,890,258,181",0.4575001299381256,0.9221907258033752,1.1347655057907104,0.6178410649299622,0.5279368758201599,0.7815266251564026,0.07207948
model.4.gatebank.w,471,"(6,)","7,944,56,513,365,1128",0.31012389063835144,0.7435142993927002,0.7275882959365845,0.7239577174186707,0.5348033308982849,0.34235697984695435,0.16391782
model.4.gatebank.w,472,"(6,)","662,564,192,768,958,618",0.9109191298484802,0.48091498017311096,0.7540305256843567,0.6640471816062927,0.46667689085006714,1.064776062965393,0.12696531
model.4.gatebank.w,473,"(6,)","453,242,145,646,1034,630",0.24706509709358215,0.5029167532920837,0.565185546875,0.572095513343811,0.2399994283914566,0.76068115234375,0.14457153
model.4.gatebank.w,474,"(6,)","525,198,843,91,82,553",0.8776267766952515,0.4880506098270416,0.9246121644973755,0.3012344539165497,0.6990899443626404,0.7311263680458069,0.03394345
model.4.gatebank.w,475,"(6,)","990,488,1018,73,265,820",0.47284600138664246,0.46488940715789795,0.729650616645813,0.7193905115127563,0.31584876775741577,0.5529692769050598,0.20262171
model.4.gatebank.w,476,"(6,)","490,396,459,665,348,1104",1.1143642663955688,0.4119820296764374,0.4694506824016571,0.5060762763023376,0.7663612961769104,0.7085742950439453,0.1324482
model.4.gatebank.w,477,"(6,)","466,575,979,928,663,791",0.5394590497016907,0.8238391876220703,0.5963665246963501,0.5140361189842224,0.6483927369117737,0.8081802725791931,0.06155835
model.4.gatebank.w,478,"(6,)","411,1062,1138,391,70,292",0.6346677541732788,0.953920304775238,0.6800920367240906,0.8934519290924072,0.6104856133460999,0.2917461693286896,0.13248038
model.4.gatebank.w,479,"(6,)","852,1064,887,633,553,103",0.946321427822113,0.819394588470459,0.8490598201751709,0.43719586730003357,0.40657368302345276,-0.22480860352516174,0.28208753
model.4.gatebank.w,480,"(6,)","630,450,346,102,517,916",1.1724388599395752,0.537133514881134,0.6109817028045654,0.5885136723518372,0.7223482728004456,1.0323201417922974,0.04285737
model.4.gatebank.w,481,"(6,)","250,395,640,435,943,739",0.7033811211585999,0.8498383164405823,0.4746602475643158,1.04974365234375,0.8595362305641174,0.3489098846912384,0.34709278
model.4.gatebank.w,482,"(6,)","1112,2,875,633,519,990",0.6378379464149475,0.4772787392139435,0.3507730960845947,1.056706428527832,0.8921325206756592,0.687495231628418,-0.010856654
model.4.gatebank.w,483,"(6,)","574,462,887,482,720,612",0.9342114925384521,0.5272839665412903,0.8577824831008911,0.9755042195320129,0.8082867860794067,0.37416332960128784,0.3627734
model.4.gatebank.w,484,"(6,)","198,218,1107,779,365,375",0.8074177503585815,0.3811711072921753,0.6350603699684143,0.9953094720840454,0.3115711510181427,0.8590326905250549,0.60379374
model.4.gatebank.w,485,"(6,)","305,466,893,245,887,768",0.9119324088096619,0.5346881747245789,0.6701734066009521,0.8666834831237793,0.31043723225593567,0.8805849552154541,0.13585378
model.4.gatebank.w,486,"(6,)","17,222,797,317,92,72",0.9355583190917969,0.4832462668418884,0.7884233593940735,0.2601976990699768,0.5348591804504395,0.6549578905105591,0.24129868
model.4.gatebank.w,487,"(6,)","1148,394,442,280,902,78",1.1879825592041016,0.5410444140434265,0.8291946649551392,0.5301036834716797,0.3462674617767334,0.8758846521377563,0.03413863
model.4.gatebank.w,488,"(6,)","340,490,1065,77,991,202",0.8376142978668213,0.9832807183265686,0.6684460639953613,0.663015604019165,0.5067751407623291,0.6004775166511536,-0.062375076
model.4.gatebank.w,489,"(6,)","149,344,1010,707,852,1134",0.4355560839176178,0.8081336617469788,0.2881653606891632,0.5205502510070801,0.4671398997306824,0.8569038510322571,0.41361752
model.4.gatebank.w,490,"(6,)","691,583,417,1041,468,16",0.5137712359428406,0.6538218259811401,1.0036087036132812,0.7356536984443665,1.23683762550354,0.715697705745697,0.045761257
model.4.gatebank.w,491,"(6,)","518,747,866,493,300,326",0.753395140171051,0.29383161664009094,0.5315823554992676,0.9172651171684265,0.9566776752471924,0.805991530418396,0.20928487
model.4.gatebank.w,492,"(6,)","191,913,315,953,560,940",0.6580810546875,0.706595242023468,0.7458723187446594,0.859717071056366,0.20442022383213043,0.6465413570404053,0.460933
model.4.gatebank.w,493,"(6,)","1036,458,401,164,966,667",0.9357486367225647,0.3715551197528839,0.6704190969467163,0.9346566200256348,1.0290573835372925,0.6283869743347168,0.023844616
model.4.gatebank.w,494,"(6,)","531,43,390,385,840,559",0.24708986282348633,0.8963790535926819,0.7075483798980713,0.740606963634491,0.5027122497558594,0.6826615333557129,-0.04804948
model.4.gatebank.w,495,"(6,)","1084,146,98,789,426,1053",0.8078025579452515,0.7065421342849731,0.6944399476051331,0.7268600463867188,0.20819006860256195,0.7809358239173889,0.29278237
model.4.gatebank.w,496,"(6,)","1105,359,776,576,1078,189",0.6418002843856812,0.48167869448661804,0.7305107712745667,0.48123204708099365,0.963916540145874,0.9583421945571899,0.016477294
model.4.gatebank.w,497,"(6,)","145,234,933,798,530,1127",0.7347870469093323,0.5137766003608704,0.7137098908424377,0.32508620619773865,0.522149920463562,0.8892216086387634,0.23535872
model.4.gatebank.w,498,"(6,)","458,640,209,1,681,868",0.8182788491249084,0.48642435669898987,0.3701825439929962,0.4816848933696747,0.7526788711547852,0.5736413598060608,0.29484636
model.4.gatebank.w,499,"(6,)","765,836,600,348,1051,623",0.5645458102226257,0.6462879776954651,0.27141687273979187,0.8146791458129883,0.32497820258140564,0.5769718885421753,0.23551746
model.4.gatebank.w,500,"(6,)","589,367,140,779,561,375",0.20694750547409058,0.5193746089935303,0.637688398361206,0.6648473143577576,0.8697705864906311,0.7380672097206116,0.24788396
