parameter,row_index,row_shape,non_zero_indices,w1,w2,w3,w4,w5,w6,bias,negative index
model.4.gatebank.w,261,"(6,)","869, 1100, 666, 161, 303, 102",1.1181869506835938,0.9058682918548584,0.7555955648422241,0.5219129323959351,0.4982858598232269,0.006514299660921,0.21756446966092102,102
model.4.gatebank.w,262,"(6,)","1056, 220, 912, 621, 362, 223",1.0013399124145508,0.9848439693450928,0.8872102499008179,0.8847827911376953,0.452553242444992,0.4267509281635284,0.23595288,
model.4.gatebank.w,263,"(6,)","1042, 1046, 203, 300, 1000, 334",1.0618492364883425,0.9640734195709229,0.846814751625061,0.7960199117660522,0.4909085631370544,0.3155489861965179,-0.038396567,
model.4.gatebank.w,264,"(6,)","1014, 276, 16, 988, 160, 483",0.967385470867157,0.9206185936927797,0.7114138007164001,0.5396934747695923,0.3414375185966491,0.3087278306484222,0.3512209,
model.4.gatebank.w,265,"(6,)","715, 468, 658, 158, 1150, 226",0.838038980960846,0.6836969256401062,0.5624232888221741,0.5145403742790222,0.4455576539039612,0.3558427095413208,0.2206243,
model.4.gatebank.w,266,"(6,)","306, 863, 511, 441, 33, 219",1.0323196649551392,0.8938424587249756,0.7611482739448547,0.6968379020690918,0.4780615270137787,0.2120067477226257,0.15685432,
model.4.gatebank.w,267,"(6,)","419, 736, 399, 1019, 5, 861",0.9589426517486572,0.9179917573928832,0.8201708197593689,0.7067004442214966,0.5040204524993896,0.4453546404838562,0.23940413,
model.4.gatebank.w,268,"(6,)","794, 546, 714, 410, 1127, 1143",0.8593301177024841,0.8588970899581909,0.8441323637962341,0.7347952723503113,0.7020898461341858,0.5099212527275085,0.3189373,
model.4.gatebank.w,269,"(6,)","111, 1078, 478, 476, 433, 251",0.943619966506958,0.7993611097335815,0.7648954391479492,0.5360523462295532,0.4374412000179291,0.4124748706817627,0.16552243,
model.4.gatebank.w,270,"(6,)","1036, 178, 112, 99, 216, 103",1.07045316696167,0.9124978184700012,0.8961500525474548,0.6597022414207458,0.4969752430915832,0.1378276944160461,-0.041166924,
model.4.gatebank.w,271,"(6,)","453, 384, 824, 786, 423, 277",0.980680525302887,0.886902391910553,0.8079472184181213,0.531409740447998,0.4724081456661224,0.3904077112674713,0.27806213,
model.4.gatebank.w,272,"(6,)","357, 827, 805, 1062, 358, 833",1.048985719680786,0.8415007591247559,0.6638411283493042,0.6085108518600464,0.5556026101112366,0.2593501508235931,0.16971257,
model.4.gatebank.w,273,"(6,)","1060, 47, 821, 118, 607, 107",0.97929710149765,0.9662297368049622,0.7970339059829712,0.5599923133850098,0.2708447873592376,0.1704817414283752,0.28055716,
model.4.gatebank.w,274,"(6,)","840, 332, 319, 786, 667, 46",0.8530101776123047,0.7952645421028137,0.7683334350585938,0.5743089318275452,0.3875573873519897,0.2997862696647644,0.050524063,
model.4.gatebank.w,275,"(6,)","302, 247, 198, 961, 277, 256",0.8602049946784973,0.8416352272033691,0.8167492151260376,0.6872765421867371,0.3959549963474273,0.1774999648332595,0.48503107,
model.4.gatebank.w,276,"(6,)","241, 680, 1056, 1028, 141, 624",1.0502837896347046,0.8886523246765137,0.7499337792396545,0.5941364765167236,0.5495057702064514,0.339456170797348,0.1691817,
model.4.gatebank.w,277,"(6,)","693, 850, 148, 416, 523, 71",0.9247796535491944,0.8271180391311646,0.7712504863739014,0.5575279593467712,0.2821974456310272,0.2663483619689941,0.23495686,
model.4.gatebank.w,278,"(6,)","410, 383, 726, 220, 995, 417",0.8126391768455505,0.7869682908058167,0.5607414841651917,0.4931367337703705,0.2513301074504852,0.2092409878969192,0.39807305,
model.4.gatebank.w,279,"(6,)","29, 877, 449, 831, 769, 1114",1.0836710929870603,0.9224588871002196,0.6776508688926697,0.453064501285553,0.3428286015987396,0.3293564021587372,0.29177678,
model.4.gatebank.w,280,"(6,)","144, 1, 964, 137, 867, 290",0.6922739744186401,0.6641851663589478,0.6488268971443176,0.6431213617324829,0.6144415736198425,0.5022189617156982,0.55171376,
model.4.gatebank.w,281,"(6,)","141, 733, 486, 10, 752, 368",0.9444763660430908,0.6346420645713806,0.5521053075790405,0.4798261225223541,0.2301143556833267,0.1410952657461166,0.024148924,
model.4.gatebank.w,282,"(6,)","305, 28, 615, 847, 251, 634",0.8394219875335693,0.7420941591262817,0.6754772663116455,0.5800436735153198,0.4868145585060119,0.3984278440475464,-0.111697614,
model.4.gatebank.w,283,"(6,)","7, 572, 663, 804, 461, 290",0.9673131704330444,0.9063021540641784,0.7385727167129517,0.6707472801208496,0.4945766925811767,0.4714627265930176,0.33730593,
model.4.gatebank.w,284,"(6,)","209, 731, 32, 502, 380, 409",0.724651038646698,0.7149760127067566,0.710406482219696,0.5829333662986755,0.4651265144348144,0.2825410068035126,-0.030118797,
model.4.gatebank.w,285,"(6,)","1006, 551, 27, 619, 242, 53",1.0438718795776367,0.9797740578651428,0.7823408246040344,0.7010495662689209,0.6741653084754944,0.3273111283779144,0.19630651,
model.4.gatebank.w,286,"(6,)","591, 36, 428, 502, 124, 100",0.8076859712600708,0.677242636680603,0.5537101626396179,0.4879511296749115,0.3340112864971161,0.110756330192089,0.31330984019208896,100
model.4.gatebank.w,287,"(6,)","17, 801, 710, 232, 68, 1030",0.9391731023788452,0.7759556770324707,0.4974970817565918,0.4651591181755066,0.4538188278675079,0.4417825937271118,0.18208227,
model.4.gatebank.w,288,"(6,)","1001, 2, 1061, 418, 53, 472",0.9855570197105408,0.9084770083427428,0.7079750895500183,0.3941248655319214,0.3459066748619079,0.3372074365615845,0.28128543,
model.4.gatebank.w,289,"(6,)","169, 1097, 543, 127, 413, 105",0.9278748631477356,0.7938225865364075,0.7548869252204895,0.698684573173523,0.5743516087532043,0.2363567501306533,-0.08981464,
model.4.gatebank.w,290,"(6,)","140, 360, 43, 130, 187, 621",1.033392071723938,0.8754923939704895,0.8609491586685181,0.7455495595932007,0.4195218682289123,0.4109158217906952,0.12037251,
model.4.gatebank.w,291,"(6,)","341, 347, 758, 115, 639, 611",0.8418691158294678,0.8406736850738525,0.553577184677124,0.4245375096797943,0.3857623040676117,0.0115402499213814,0.14003958992138138,611
model.4.gatebank.w,292,"(6,)","809, 166, 1083, 895, 476, 313",0.9037074446678162,0.8606160283088684,0.8542294502258301,0.7129561305046082,0.6236027479171753,0.4775364696979522,-0.042974655,
model.4.gatebank.w,293,"(6,)","1024, 589, 1053, 149, 509, 606",0.8423581123352051,0.802757203578949,0.7582603693008423,0.6446973085403442,0.4260426759719848,0.3314808011054992,0.3352749529054992,606
model.4.gatebank.w,294,"(6,)","801, 125, 369, 160, 444, 611",1.1594713926315308,0.8566147089004517,0.5723774433135986,0.5479206442832947,0.3910282552242279,0.1825122982263565,-0.00040627856,
model.4.gatebank.w,295,"(6,)","242, 861, 267, 1150, 491, 591",1.004499435424805,0.873930037021637,0.7642185091972351,0.5708646774291992,0.3618199825286865,0.1870713233947754,0.38352337,
model.4.gatebank.w,296,"(6,)","450, 135, 115, 539, 22, 1095",0.8802530765533447,0.8370296955108643,0.7433037161827087,0.712587833404541,0.6433835625648499,0.6430971622467041,0.17180602,
model.4.gatebank.w,297,"(6,)","50, 1085, 910, 844, 191, 319",0.9033077359199524,0.7043167352676392,0.663797914981842,0.6389239430427551,0.5552365183830261,0.2257308810949325,0.0017639424,
model.4.gatebank.w,298,"(6,)","371, 280, 1079, 464, 306, 563",0.9539274573326112,0.9266037940979004,0.8064595460891724,0.3459954857826233,0.3441599905490875,0.2556726932525635,0.6124321,
model.4.gatebank.w,299,"(6,)","759, 385, 681, 930, 164, 302",1.0689184665679932,1.0567572116851809,0.9760981798171996,0.6460957527160645,0.4888310432434082,0.3915313184261322,0.26984856,
model.4.gatebank.w,300,"(6,)","1149, 856, 518, 760, 543, 84",0.928986430168152,0.9114026427268982,0.750353217124939,0.6157735586166382,0.5227517485618591,0.2744567096233368,0.2977503,
model.4.gatebank.w,301,"(6,)","639, 832, 448, 219, 336, 465",0.935343325138092,0.5978254079818726,0.5507528781890869,0.5178610682487488,0.4886606335639953,0.3554682433605194,0.19105646,
model.4.gatebank.w,302,"(6,)","1146, 954, 665, 257, 552, 463",0.7748590111732483,0.6560024619102478,0.5938670635223389,0.4405321776866913,0.281194269657135,0.279390811920166,0.13878049,
model.4.gatebank.w,303,"(6,)","565, 406, 6, 464, 1140, 996",0.9698278307914734,0.851518988609314,0.804991602897644,0.5190194845199585,0.4591673016548157,0.4272932112216949,0.20691228,
model.4.gatebank.w,304,"(6,)","518, 790, 601, 700, 1119, 607",0.9003540873527527,0.8039271235466003,0.6215987205505371,0.3410492539405823,0.2798445522785187,0.1960049569606781,0.27637312,
model.4.gatebank.w,305,"(6,)","127, 384, 70, 549, 317, 253",0.9573988914489746,0.7075880765914917,0.6197742223739624,0.5711789727210999,0.4514435231685638,0.4214684069156647,0.09134789,
model.4.gatebank.w,306,"(6,)","408, 349, 324, 712, 590, 919",0.8589935898780823,0.8106457591056824,0.656768798828125,0.5623736381530762,0.509503960609436,0.5084108710289001,0.10808115,
model.4.gatebank.w,307,"(6,)","261, 488, 730, 806, 409, 603",0.916737735271454,0.6484484672546387,0.5712810754776001,0.570232093334198,0.3165110945701599,0.1600928604602813,0.1676509217602813,603
model.4.gatebank.w,308,"(6,)","684, 185, 772, 797, 423, 287",0.7580733299255371,0.6467087864875793,0.6401485800743103,0.4904363751411438,0.453178733587265,0.4288207292556762,-0.0042119278,
model.4.gatebank.w,309,"(6,)","984, 702, 1072, 625, 1035, 297",0.9326934814453124,0.9295341968536376,0.8846907019615173,0.4984563887119293,0.4668289422988891,0.2738061547279358,0.3076252,
model.4.gatebank.w,310,"(6,)","222, 199, 60, 545, 707, 177",0.9441192150115968,0.7192971706390381,0.6770558953285217,0.6735168099403381,0.4795416295528412,0.2915568351745605,0.08180378,
model.4.gatebank.w,311,"(6,)","156, 285, 1002, 848, 108, 653",1.038280963897705,0.8242169618606567,0.5078907608985901,0.5038286447525024,0.4184215068817138,0.2981089055538177,0.25767124,
model.4.gatebank.w,312,"(6,)","319, 637, 94, 598, 1063, 152",0.9119335412979126,0.8755114674568176,0.8230314254760742,0.7353249192237854,0.4403582513332367,0.2687990069389343,0.3801703,
model.4.gatebank.w,313,"(6,)","122, 906, 116, 864, 52, 895",0.9330736994743348,0.8874449729919434,0.4927780330181122,0.4253842830657959,0.3856222629547119,0.3249872624874115,0.2438954,
model.4.gatebank.w,314,"(6,)","690, 1123, 524, 303, 665, 764",0.7822562456130981,0.7012900114059448,0.6472362279891968,0.3681752383708954,0.3675594329833984,0.2563123404979706,0.07974414,
model.4.gatebank.w,315,"(6,)","560, 191, 454, 619, 264, 1063",0.7629820704460144,0.6985718607902527,0.5983378291130066,0.5577040314674377,0.2529279589653015,0.0817887783050537,0.7017036389653015,264
model.4.gatebank.w,316,"(6,)","1058, 1035, 1089, 226, 156, 896",0.9809166193008424,0.9306960701942444,0.6741202473640442,0.559511125087738,0.4610190093517303,0.3408278226852417,0.0435855,
model.4.gatebank.w,317,"(6,)","224, 134, 749, 893, 722, 652",0.8803641200065613,0.7817243933677673,0.6883806586265564,0.6094374656677246,0.4914080798625946,0.3976489305496216,-0.13110292,
model.4.gatebank.w,318,"(6,)","407, 62, 34, 243, 64, 1030",0.9764347076416016,0.6293613910675049,0.6155301928520203,0.5925530195236206,0.2980174720287323,0.1539506018161773,0.29657537,
model.4.gatebank.w,319,"(6,)","854, 373, 904, 985, 499, 552",0.8396016359329224,0.5763091444969177,0.5304253697395325,0.4915571808815002,0.451050341129303,0.3890584409236908,0.012162141,
model.4.gatebank.w,320,"(6,)","128, 853, 925, 888, 1121, 1043",1.0320322513580322,0.8414554595947266,0.7052708864212036,0.6087653040885925,0.502946674823761,0.4343475699424743,0.2279257,
model.4.gatebank.w,321,"(6,)","551, 97, 274, 716, 474, 939",0.878087043762207,0.8209062814712524,0.7689821720123291,0.6866045594215393,0.6127161979675293,0.3168734312057495,0.2801845,
model.4.gatebank.w,322,"(6,)","177, 712, 361, 756, 1029, 381",0.953202188014984,0.9253334999084472,0.8598580360412598,0.8024558424949646,0.780947744846344,0.4932229816913605,0.26111072,
model.4.gatebank.w,323,"(6,)","753, 778, 1059, 258, 676, 1066",1.0653761625289917,0.6330677270889282,0.598154604434967,0.5592226982116699,0.4509249925613403,0.4506507217884063,0.21785367,
model.4.gatebank.w,324,"(6,)","590, 721, 270, 111, 197, 686",0.9686394333839417,0.8387061357498169,0.7986056804656982,0.7047568559646606,0.3869189918041229,0.2517050504684448,0.19840398,
model.4.gatebank.w,325,"(6,)","19, 904, 855, 1018, 274, 793",0.9720097184181212,0.8662980198860168,0.7001455426216125,0.6496919393539429,0.6124595403671265,0.3633088171482086,-0.21282098,
model.4.gatebank.w,326,"(6,)","838, 652, 906, 457, 517, 492",0.8499457240104675,0.7187967300415039,0.7023860216140747,0.6616438031196594,0.5437552332878113,0.3985219597816467,0.24652877,
model.4.gatebank.w,327,"(6,)","546, 697, 1051, 299, 583, 726",0.8495116829872131,0.7689216136932373,0.7596820592880249,0.7417579293251038,0.7408517599105835,0.2618133127689361,0.1451544,
model.4.gatebank.w,328,"(6,)","38, 35, 264, 152, 1002, 578",0.8382166028022766,0.7923820614814758,0.7378113865852356,0.6875562071800232,0.600716233253479,0.269450843334198,0.22811356,
model.4.gatebank.w,329,"(6,)","1081, 287, 966, 750, 473, 521",1.2028783559799194,1.124176263809204,0.8418299555778503,0.5536345839500427,0.5119068026542664,0.4926982223987579,0.192688,
model.4.gatebank.w,330,"(6,)","291, 761, 348, 422, 646, 1057",1.1064794063568115,1.0779740810394287,1.0562212467193604,0.7397544384002686,0.4777114391326904,0.3442218005657196,0.28284177,
model.4.gatebank.w,331,"(6,)","353, 477, 647, 1147, 281, 1105",0.9096566438674928,0.7020184397697449,0.6392202973365784,0.6067352890968323,0.5504378080368042,0.4892771542072296,-0.18020518,
model.4.gatebank.w,332,"(6,)","783, 165, 558, 1139, 75, 1061",1.0000344514846802,0.941330909729004,0.861082136631012,0.6990783214569092,0.604354202747345,0.3567935526371002,0.12257555,
model.4.gatebank.w,333,"(6,)","36, 552, 317, 993, 1034, 603",1.070018291473389,0.7970043420791626,0.6551048159599304,0.5971630215644836,0.4542224705219269,0.0481589213013649,-0.014183419,
model.4.gatebank.w,334,"(6,)","657, 666, 360, 465, 492, 400",0.8028594851493835,0.7595270872116089,0.7440862059593201,0.7266067862510681,0.71742844581604,0.5757896304130554,0.69037753,
model.4.gatebank.w,335,"(6,)","50, 69, 916, 75, 1127, 489",1.02955162525177,0.7186535000801086,0.5768386125564575,0.5749000906944275,0.4531770348548889,0.4080273509025574,0.08248946,
model.4.gatebank.w,336,"(6,)","996, 559, 1087, 1078, 395, 239",1.087844967842102,0.7715477347373962,0.7611532211303711,0.6958274841308594,0.5576110482215881,0.3921128213405609,0.036464833,
model.4.gatebank.w,337,"(6,)","904, 783, 128, 769, 690, 198",0.8151682615280151,0.7466520667076111,0.732704222202301,0.6821290850639343,0.6397963166236877,0.4870343208312988,0.312281,
model.4.gatebank.w,338,"(6,)","198, 195, 409, 729, 854, 397",0.8090693354606628,0.6621177196502686,0.6330503821372986,0.6070771813392639,0.4840413630008697,0.4375345408916473,0.07801547,
model.4.gatebank.w,339,"(6,)","1142, 710, 384, 268, 649, 652",1.059812307357788,0.71644127368927,0.6305042505264282,0.538619875907898,0.4627397060394287,0.398967832326889,0.049114067,
model.4.gatebank.w,340,"(6,)","1, 744, 211, 6, 308, 354",1.1157609224319458,0.8964226841926575,0.7251554727554321,0.7128044962882996,0.552837073802948,0.3734241127967834,-0.030313304,
model.4.gatebank.w,341,"(6,)","966, 1142, 803, 807, 686, 247",1.017996907234192,0.9854089617729188,0.6963446736335754,0.6036354303359985,0.5383630394935608,0.5179400444030762,-0.028613802,
model.4.gatebank.w,342,"(6,)","848, 1040, 630, 1095, 400, 647",0.9712414145469666,0.8668974041938782,0.6501929759979248,0.5458810329437256,0.4377783238887787,0.4334575533866882,0.06546964,
model.4.gatebank.w,343,"(6,)","689, 261, 340, 665, 1056, 490",0.9106309413909912,0.8485206365585327,0.8231342434883118,0.5164375901222229,0.4749475419521332,0.3766570091247558,0.24997206,
model.4.gatebank.w,344,"(6,)","956, 733, 895, 286, 849, 401",0.7993730902671814,0.7180063724517822,0.6874415874481201,0.5662470459938049,0.5485541820526123,0.4057726562023163,0.38469404,
model.4.gatebank.w,345,"(6,)","421, 947, 658, 1110, 234, 52",0.769771933555603,0.6638327240943909,0.573644757270813,0.516505241394043,0.4561240077018738,0.2695729732513428,0.24325049,
model.4.gatebank.w,346,"(6,)","908, 1119, 98, 719, 983, 1122",0.979457437992096,0.8520945310592651,0.688706636428833,0.6833863854408264,0.5609235167503357,0.2672529518604278,0.18483934,
model.4.gatebank.w,347,"(6,)","406, 1137, 798, 690, 898, 943",0.7924637794494629,0.7777004837989807,0.7322513461112976,0.4863041341304779,0.467978298664093,0.4420393109321594,0.11897422,
model.4.gatebank.w,348,"(6,)","920, 544, 421, 373, 1051, 779",1.170750617980957,0.802213191986084,0.7234930992126465,0.7123779058456421,0.4921629726886749,0.4075924754142761,-0.051776774,
model.4.gatebank.w,349,"(6,)","430, 3, 68, 948, 489, 374",0.9446147680282592,0.893151581287384,0.8251750469207764,0.7280465364456177,0.5923282504081726,0.4249109625816345,0.34895974,
model.4.gatebank.w,350,"(6,)","645, 979, 38, 497, 188, 962",0.8701041340827942,0.8218556642532349,0.7005553841590881,0.5761992335319519,0.5177399516105652,0.4422981441020965,0.10876899,
model.4.gatebank.w,351,"(6,)","333, 535, 379, 523, 241, 952",1.0406275987625122,0.7473030686378479,0.7240903973579407,0.6951273083686829,0.6789689064025879,0.381775826215744,-0.11588575,
model.4.gatebank.w,352,"(6,)","402, 39, 753, 130, 648, 167",0.7865196466445923,0.7397300601005554,0.5544096231460571,0.4566913545131683,0.4563743770122528,0.4068711102008819,0.0002625251,
model.4.gatebank.w,353,"(6,)","506, 228, 916, 233, 1116, 670",1.0412596464157104,0.7298038005828857,0.6619592905044556,0.6108865141868591,0.6081945896148682,0.2846789956092834,-0.037304636,
model.4.gatebank.w,354,"(6,)","491, 528, 255, 281, 619, 228",0.9916982650756836,0.9105237126350404,0.6269108653068542,0.546458899974823,0.4255387485027313,0.3943864703178406,0.15072215,
model.4.gatebank.w,355,"(6,)","796, 137, 600, 913, 837, 210",0.8052552938461304,0.6790130138397217,0.6370623111724854,0.5144838094711304,0.3192003071308136,0.3163738250732422,0.17181523,
model.4.gatebank.w,356,"(6,)","27, 1128, 1118, 993, 757, 363",0.8800187706947327,0.8254398703575134,0.654212236404419,0.4005070626735687,0.3916324973106384,0.0624281615018844,0.4637557,
model.4.gatebank.w,357,"(6,)","228, 389, 788, 966, 844, 690",1.0684971809387207,0.7673580646514893,0.7494336366653442,0.5339986085891724,0.5079405307769775,0.4599200487136841,-0.06848763,
model.4.gatebank.w,358,"(6,)","376, 1137, 630, 590, 854, 907",0.8335332870483398,0.6982259154319763,0.5371133685112,0.4508869349956512,0.43894162774086,0.3738992512226105,0.14641316,
model.4.gatebank.w,359,"(6,)","826, 991, 352, 528, 928, 594",1.048845291137695,1.046980857849121,0.8425430655479431,0.7576740980148315,0.2376793771982193,0.2226938903331756,0.431666,
model.4.gatebank.w,360,"(6,)","780, 325, 592, 782, 957, 434",0.9941763281822203,0.7818320393562317,0.7760583162307739,0.5024256706237793,0.4529494345188141,0.3221378028392792,0.29072556,
model.4.gatebank.w,361,"(6,)","490, 673, 272, 845, 586, 1",0.9877379536628724,0.8759739398956299,0.8443110585212708,0.8303260803222656,0.3967793881893158,0.3684549629688263,-0.022792144,
model.4.gatebank.w,362,"(6,)","699, 669, 666, 1068, 678, 604",1.1818478107452393,1.0764117240905762,0.8097617030143738,0.4935376942157745,0.4170060753822326,0.0531401820480823,0.3326366420480823,604
model.4.gatebank.w,363,"(6,)","565, 315, 137, 48, 1039, 260",0.9274373054504396,0.7750025391578674,0.6926912069320679,0.5554909706115723,0.4535982012748718,0.4217353761196136,0.121498175,
model.4.gatebank.w,364,"(6,)","1040, 405, 849, 912, 998, 922",0.9152494668960572,0.7969855070114136,0.630786657333374,0.5080637335777283,0.3698505759239197,0.2863034307956695,0.21208498,
model.4.gatebank.w,365,"(6,)","737, 90, 422, 218, 990, 190",0.8875265121459961,0.8336998820304871,0.8093119859695435,0.6860010027885437,0.5204293131828308,0.4042546153068542,-0.046195995,
model.4.gatebank.w,366,"(6,)","997, 533, 902, 1127, 8, 927",0.7645278573036194,0.7307813167572021,0.6543541550636292,0.5221716165542603,0.5017050504684448,0.4409504234790802,0.11717925,
model.4.gatebank.w,367,"(6,)","886, 226, 31, 1067, 52, 58",0.7745266556739807,0.7074155807495117,0.6671236753463745,0.6625691056251526,0.5598573684692383,0.373089849948883,0.027839344,
model.4.gatebank.w,368,"(6,)","1049, 407, 427, 501, 669, 293",0.7826710939407349,0.7704634666442871,0.5641608238220215,0.5200790762901306,0.3995517194271087,0.3948948383331299,-0.0025802804,
model.4.gatebank.w,369,"(6,)","206, 738, 661, 338, 663, 568",0.8031330108642578,0.7438238263130188,0.6878719925880432,0.5699818134307861,0.4856879711151123,0.3933097124099731,0.06503275,
model.4.gatebank.w,370,"(6,)","419, 925, 879, 233, 807, 46",1.0024372339248655,0.823535144329071,0.6845534443855286,0.5100911259651184,0.3346385061740875,0.3190685212612152,0.27284765,
model.4.gatebank.w,371,"(6,)","1117, 1144, 737, 387, 252, 495",1.0314501523971558,0.9288025498390198,0.812778651714325,0.5092038512229919,0.4401085078716278,0.3824647963047027,0.4992286,
model.4.gatebank.w,372,"(6,)","95, 152, 957, 663, 694, 400",0.8807445764541626,0.7293264865875244,0.7212995290756226,0.6916012167930603,0.5691331028938293,0.3658480942249298,0.14864048,
model.4.gatebank.w,373,"(6,)","146, 80, 1035, 756, 309, 487",0.6803907752037048,0.6512562036514282,0.643896222114563,0.6063598990440369,0.5411431789398193,0.4121704697608948,-0.22519104,
model.4.gatebank.w,374,"(6,)","963, 753, 475, 713, 1119, 82",0.978104293346405,0.9158573746681212,0.66275554895401,0.637454628944397,0.38847616314888,0.3310569226741791,0.15837179,
model.4.gatebank.w,375,"(6,)","1096, 57, 685, 277, 109, 522",0.7935667634010315,0.78570556640625,0.7379549145698547,0.6850672960281372,0.5696428418159485,0.4166071712970733,0.18671526,
model.4.gatebank.w,376,"(6,)","46, 823, 779, 65, 828, 736",1.0366920232772827,0.8806323409080505,0.6762110590934753,0.6128201484680176,0.5572323799133301,0.2744184732437134,0.06473072,
model.4.gatebank.w,377,"(6,)","208, 529, 979, 567, 366, 1088",0.7893906235694885,0.6546891331672668,0.6518335938453674,0.6097804307937622,0.4868659973144531,0.3366617560386657,0.3736738,
model.4.gatebank.w,378,"(6,)","357, 393, 632, 94, 131, 547",1.0198289155960083,0.6360704302787781,0.5489172339439392,0.4470965564250946,0.4374688565731048,0.4064454138278961,0.13687104,
model.4.gatebank.w,379,"(6,)","206, 561, 157, 740, 1008, 730",1.1213428974151611,1.0528839826583862,0.574763834476471,0.5602191686630249,0.5214893221855164,0.3092523515224457,-0.19682254,
model.4.gatebank.w,380,"(6,)","937, 92, 944, 876, 1093, 319",0.7302242517471313,0.7227655649185181,0.7185399532318115,0.5871162414550781,0.3884669244289398,0.3335408866405487,0.019167103,
model.4.gatebank.w,381,"(6,)","821, 1139, 783, 681, 410, 514",0.9643685817718506,0.9026547074317932,0.8604745864868164,0.5603810548782349,0.4669890105724334,0.4365425407886505,0.048755493,
model.4.gatebank.w,382,"(6,)","141, 916, 329, 633, 1038, 1110",0.919558882713318,0.8835034370422363,0.7416017651557922,0.6783872842788696,0.4982640147209167,0.2876409292221069,0.3884598,
model.4.gatebank.w,383,"(6,)","441, 868, 805, 1027, 484, 303",0.833161473274231,0.8100055456161499,0.5486237406730652,0.445755124092102,0.3638039827346802,0.2266096621751785,0.25444046,
model.4.gatebank.w,384,"(6,)","836, 861, 704, 591, 1051, 797",0.99523663520813,0.9797766208648682,0.9363549947738647,0.5734526515007019,0.4790303409099579,0.3380180895328522,0.30033967,
model.4.gatebank.w,385,"(6,)","188, 507, 1004, 1053, 442, 101",0.9710598587989808,0.9213474988937378,0.6171469688415527,0.5912222862243652,0.52543044090271,0.1311680525541305,0.05656949,
model.4.gatebank.w,386,"(6,)","528, 1110, 1032, 548, 918, 855",0.8944770693778992,0.8798002004623413,0.7893854975700378,0.6666408777236938,0.4653031527996063,0.4050160348415375,0.06566167,
model.4.gatebank.w,387,"(6,)","563, 338, 702, 85, 658, 1105",0.8403447866439819,0.7175506949424744,0.4089142382144928,0.3511660397052765,0.3429446220397949,0.0646003037691116,0.40632598376911155,1105
model.4.gatebank.w,388,"(6,)","228, 197, 116, 1031, 491, 374",0.9698944091796876,0.8762642741203308,0.8445661067962646,0.3243740499019623,0.308520644903183,0.2890593111515045,0.574394,
model.4.gatebank.w,389,"(6,)","1133, 316, 1052, 412, 571, 853",0.824646532535553,0.8124401569366455,0.8065280318260193,0.5428386330604553,0.5318592190742493,0.4008863866329193,0.22990082,
model.4.gatebank.w,390,"(6,)","369, 483, 1077, 883, 1093, 725",0.7978445291519165,0.7292786240577698,0.6825065016746521,0.559366762638092,0.3296728730201721,0.292631596326828,0.06509428,
model.4.gatebank.w,391,"(6,)","29, 93, 699, 632, 1006, 742",1.149463176727295,0.8424902558326721,0.5873474478721619,0.5096930265426636,0.5067541003227234,0.2410176396369934,0.24210706,
model.4.gatebank.w,392,"(6,)","116, 14, 60, 657, 117, 605",0.8449198603630066,0.7275523543357849,0.6516535878181458,0.6293647289276123,0.5038224458694458,0.3566664159297943,0.6184485159297943,605
model.4.gatebank.w,393,"(6,)","702, 671, 663, 1132, 171, 533",0.9205421209335328,0.8742343187332153,0.8666701316833496,0.599987268447876,0.4380136430263519,0.3349407613277435,0.30429348,
model.4.gatebank.w,394,"(6,)","977, 371, 737, 334, 1038, 948",1.102710485458374,1.0656046867370603,0.6698427796363831,0.5713841319084167,0.4935894608497619,0.4771228730678558,0.06420495,
model.4.gatebank.w,395,"(6,)","840, 1133, 343, 714, 347, 670",0.8499269485473633,0.8097153306007385,0.7053518295288086,0.4216146767139435,0.4143249988555908,0.2693559527397156,0.17673253,
model.4.gatebank.w,396,"(6,)","154, 911, 481, 54, 48, 605",0.961774468421936,0.840893566608429,0.645770788192749,0.5274627208709717,0.4255469739437103,0.0479082763195037,0.15924619131950368,605
model.4.gatebank.w,397,"(6,)","254, 1106, 119, 550, 52, 418",0.9417536854743958,0.9274282455444336,0.9002000093460083,0.7394716739654541,0.4059476852416992,0.3147490620613098,0.42045584,
model.4.gatebank.w,398,"(6,)","718, 318, 968, 804, 872, 499",0.8686090111732483,0.7044630646705627,0.666829526424408,0.5426123738288879,0.52592533826828,0.4980323612689972,0.3399973,
model.4.gatebank.w,399,"(6,)","1092, 668, 846, 1085, 95, 793",0.7829408049583435,0.666159451007843,0.6157336235046387,0.6029500961303711,0.4304570853710174,0.425370305776596,0.17851079,
model.4.gatebank.w,400,"(6,)","405, 711, 579, 765, 313, 106",0.9652640223503112,0.6688105463981628,0.5478244423866272,0.5060723423957825,0.2600728869438171,0.0948747396469116,0.3223068096469116,106
model.4.gatebank.w,401,"(6,)","770, 428, 834, 117, 473, 537",0.9487257599830629,0.6768742203712463,0.5280777215957642,0.5211853384971619,0.4128312766551971,0.3400987982749939,0.1714968,
model.4.gatebank.w,402,"(6,)","802, 247, 160, 914, 1144, 183",0.902956247329712,0.8780525326728821,0.8206974267959595,0.7295817732810974,0.4542675912380218,0.3570269644260406,0.20080085,
model.4.gatebank.w,403,"(6,)","476, 724, 279, 522, 39, 583",0.9902359843254088,0.7783428430557251,0.6994607448577881,0.5383081436157227,0.372478038072586,0.3600049614906311,0.20686369,
